name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID
"Tropical Island",0,"Land - Forest Island",GU,"lea","283",rare,l,Not Owned,,false,,,"","",
"Spara's Headquarters",0,"Land - Forest Plains Island",GUW,"snc","257",rare,l,Not Owned,,false,,,"","",98733
"Raffine's Tower",0,"Land - Plains Island Swamp",BUW,"snc","254",rare,l,Not Owned,,false,,,"","",98727
"Xander's Lounge",0,"Land - Island Swamp Mountain",BRU,"snc","260",rare,l,Not Owned,,false,,,"","",98739
"Ziatora's Proving Ground",0,"Land - Swamp Mountain Forest",BGR,"snc","261",rare,l,Not Owned,,false,,,"","",98741
"Jetmir's Garden",0,"Land - Mountain Forest Plains",GRW,"snc","250",rare,l,Not Owned,,false,,,"","",98719
"Savai Triome",0,"Land - Mountain Plains Swamp",BRW,"iko","253",rare,l,Not Owned,,false,,,"","",80515
"Ketria Triome",0,"Land - Forest Island Mountain",GRU,"iko","250",rare,l,Not Owned,,false,,,"","",80509
"Indatha Triome",0,"Land - Plains Swamp Forest",BGW,"iko","248",rare,l,Not Owned,,false,,,"","",80505
"Raugrin Triome",0,"Land - Island Mountain Plains",RUW,"iko","251",rare,l,Not Owned,,false,,,"","",80511
"Zagoth Triome",0,"Land - Swamp Forest Island",BGU,"iko","259",rare,l,Not Owned,,false,,,"","",80527
"Academy Ruins",0,"Legendary Land",U,"tsp","269",rare,l,Not Owned,,false,,,"","",25739
"Ancient Tomb",0,"Land",,"tmp","315",uncommon,l,Not Owned,,false,,,"","",10043
"Arid Mesa",0,"Land",,"zen","211",rare,l,Not Owned,,false,,,"","",34414
"Bazaar of Baghdad",0,"Land",,"arn","70",uncommon,l,Not Owned,,false,,,"","",
"Bloodstained Mire",0,"Land",,"ons","313",rare,l,Not Owned,,false,,,"","",18249
"Boseiju, Who Endures",0,"Legendary Land",G,"neo","266",rare,l,Not Owned,,false,,,"","",97482
"Cavern of Souls",0,"Land",,"avr","226",rare,l,Not Owned,,false,,,"","",44245
"City of Brass",0,"Land",,"8ed","322",rare,l,Not Owned,,false,,,"","",19301
"City of Traitors",0,"Land",,"exo","143",rare,l,Not Owned,,false,,,"","",10685
"Dark Depths",0,"Legendary Snow Land",,"csp","145",rare,l,Not Owned,,false,,,"","",24583
"Fabled Passage",0,"Land",,"eld","244",rare,l,Not Owned,,false,,,"","",78634
"Field of the Dead",0,"Land",,"m20","247",rare,l,Owned,Non-foil,false,,,"","",73393
"Flooded Strand",0,"Land",,"ons","316",rare,l,Not Owned,,false,,,"","",18245
"Forbidden Orchard",0,"Land",,"chk","276",rare,l,Owned,Non-foil,false,,,"","",21437
"Gaea's Cradle",0,"Legendary Land",G,"usg","321",rare,l,Not Owned,,false,,,"","",11867
"Glacial Chasm",0,"Land",,"ice","353",uncommon,l,Not Owned,,false,,,"","",
"Karakas",0,"Legendary Land",W,"leg","303",uncommon,l,Not Owned,,false,,,"","",
"Library of Alexandria",0,"Land",,"arn","76",uncommon,l,Not Owned,,false,,,"","",
"Mana Confluence",0,"Land",,"jou","163",rare,l,Not Owned,,false,,,"","",52120
"Marsh Flats",0,"Land",,"zen","219",rare,l,Not Owned,,false,,,"","",34646
"Maze of Ith",0,"Land",,"drk","117",uncommon,l,Not Owned,,false,,,"","",
"Mishra's Workshop",0,"Land",,"atq","81",rare,l,Not Owned,,false,,,"","",
"Misty Rainforest",0,"Land",,"zen","220",rare,l,Not Owned,,false,,,"","",34622
"Phyrexian Tower",0,"Legendary Land",B,"usg","322",rare,l,Not Owned,,false,,,"","",11961
"Polluted Delta",0,"Land",,"ons","321",rare,l,Not Owned,,false,,,"","",18247
"Prismatic Vista",0,"Land",,"mh1","244",rare,l,Not Owned,,false,,,"","",72860
"Scalding Tarn",0,"Land",,"zen","223",rare,l,Not Owned,,false,,,"","",34590
"Shelldock Isle",0,"Land",U,"lrw","272",rare,l,Not Owned,,false,,,"","",28707
"Shifting Woodland",0,"Land",G,"mh3","228",rare,l,Not Owned,,false,,,"","",126475
"Strip Mine",0,"Land",,"atq","82a",uncommon,l,Not Owned,,false,,,"","",
"The Tabernacle at Pendrell Vale",0,"Legendary Land",,"leg","307",rare,l,Not Owned,,false,,,"","",
"Thespian's Stage",0,"Land",,"gtc","248",rare,l,Not Owned,,false,,,"","",47805
"Tolarian Academy",0,"Legendary Land",U,"usg","330",rare,l,Not Owned,,false,,,"","",11931
"Urborg, Tomb of Yawgmoth",0,"Legendary Land",,"plc","165",rare,l,Not Owned,,false,,,"","",26479
"Urza's Saga",0,"Enchantment Land - Urza's Saga",,"mh2","259",rare,l,Not Owned,,false,,,"","",90899
"Valakut, the Molten Pinnacle",0,"Land",R,"zen","228",rare,l,Owned,Non-foil,false,,,"","",34604
"Verdant Catacombs",0,"Land",,"zen","229",rare,l,Not Owned,,false,,,"","",34704
"Vesuva",0,"Land",,"tsp","281",rare,l,Not Owned,,false,,,"","",25657
"Wasteland",0,"Land",,"tmp","330",uncommon,l,Not Owned,,false,,,"","",10035
"Windswept Heath",0,"Land",,"ons","328",rare,l,Not Owned,,false,,,"","",18255
"Wooded Foothills",0,"Land",,"ons","330",rare,l,Not Owned,,false,,,"","",18251
"Brazen Borrower",3,"Creature - Faerie Rogue",U,"sld","234",mythic,u,Owned,Non-foil,true,,,"","",
"Ugin, the Spirit Dragon",8,"Legendary Planeswalker - Ugin",,"m21","279",mythic,c,Owned,Non-foil,true,,,"","",
"Tireless Tracker",3,"Creature - Human Scout",G,"moc","314",rare,g,Owned,Non-foil,true,,,"","",
"Nissa, Who Shakes the World",5,"Legendary Planeswalker - Nissa",G,"blc","84",rare,g,Owned,Non-foil,true,,,"","",128289
"Murktide Regent",7,"Creature - Dragon",U,"mh2","52",mythic,u,Owned,Non-foil,true,,,"","",90473
"Flickerwisp",3,"Creature - Elemental",W,"eve","6",uncommon,w,Owned,Non-foil,true,,,"","",29970
"Smuggler's Copter",2,"Artifact - Vehicle",,"sld","446",rare,c,Owned,Non-foil,true,,,"","",
"Ulamog, the Infinite Gyre",11,"Legendary Creature - Eldrazi",,"2x2","577",mythic,c,Owned,Non-foil,true,,,"","",
"Elite Spellbinder",3,"Creature - Human Cleric",W,"slc","2021",rare,w,Owned,Non-foil,true,,,"","",
"Dig Through Time",8,"Instant",U,"uma","50",rare,u,Owned,Non-foil,true,,,"","",70173
"The Meathook Massacre",2,"Legendary Enchantment",B,"mid","112",mythic,b,Owned,Non-foil,true,,,"","",93186
"Kozilek, Butcher of Truth",10,"Legendary Creature - Eldrazi",,"roe","6",mythic,c,Owned,Non-foil,true,,,"","",36628
"Loran of the Third Path",3,"Legendary Creature - Human Artificer",W,"bro","12",rare,w,Owned,Non-foil,true,,,"","",104642
"Thieving Skydiver",2,"Creature - Merfolk Rogue",U,"otc","118",rare,u,Owned,Non-foil,true,,,"","",124695
"Joraga Treespeaker",1,"Creature - Elf Druid",G,"roe","190",uncommon,g,Owned,Non-foil,true,,,"","",36408
"Infernal Grasp",2,"Instant",B,"mid","107",uncommon,b,Owned,Non-foil,true,,,"","",93174
"Gilded Goose",1,"Creature - Bird",G,"ltc","246",rare,g,Owned,Non-foil,true,,,"","",112846
"Utopia Sprawl",1,"Enchantment - Aura",G,"rvr","355",uncommon,g,Owned,Non-foil,true,,,"","",120287
"Aetherflux Reservoir",4,"Artifact",,"brr","2",mythic,c,Owned,Non-foil,true,,,"","",104422
"Third Path Iconoclast",2,"Creature - Human Monk",RU,"otc","244",uncommon,m,Owned,Non-foil,true,,,"","",124951
"Miscalculation",2,"Instant",U,"ulg","36",common,u,Owned,Non-foil,true,,,"","",12607
"Escape to the Wilds",5,"Sorcery",GR,"eld","189",rare,m,Not Owned,,true,,,"","",78522
"Tezzeret, Agent of Bolas",4,"Legendary Planeswalker - Tezzeret",BU,"mbs","97",mythic,m,Not Owned,,true,,,"","",39301
"Mox Amber",0,"Legendary Artifact",,"dom","224",mythic,c,Not Owned,,true,,,"","",67913
"Mutavault",0,"Land",,"mor","148",rare,l,Not Owned,,true,,,"","",29074
"Genesis Ultimatum",7,"Sorcery",GRU,"iko","189",rare,m,Not Owned,,true,,,"","",80387
"Winota, Joiner of Forces",4,"Legendary Creature - Human Warrior",RW,"iko","216",mythic,m,Not Owned,,true,,,"","",80441
"Metastatic Evangel",2,"Creature - Phyrexian Human Cleric",W,"mh3","35",uncommon,w,Not Owned,,true,,,"","",126087
"Witch Enchanter",4,"Creature - Human Warlock",W,"mh3","239",uncommon,w,Not Owned,,true,,,"","",126503
"Hydroelectric Specimen",3,"Creature - Weird",U,"mh3","240",uncommon,u,Not Owned,,true,,,"","",126507
"Bridgeworks Battle",3,"Sorcery",G,"mh3","249",uncommon,g,Not Owned,,true,,,"","",126543
"Eladamri, Korvecdal",3,"Legendary Creature - Elf Warrior",G,"mh3","149",mythic,g,Not Owned,,true,,,"","",126315
"Counterspell",2,"Instant",U,"dmr","45",common,u,Owned,Non-foil,true,,,"","",107579
"Talisman of Indulgence",2,"Artifact",BR,"scd","282",uncommon,m,Owned,Non-foil,true,,,"","",104142
"Goblin Engineer",2,"Creature - Goblin Artificer",R,"tsr","345",special,r,Owned,Non-foil,true,,,"","",87067
"Orcish Lumberjack",1,"Creature - Orc",GR,"plst","DDL-44",common,m,Owned,Non-foil,true,,,"","",
"Mizzix's Mastery",4,"Sorcery",R,"rvr","339",rare,r,Owned,Non-foil,true,,,"","",120255
"Ranger's Firebrand",1,"Sorcery",R,"ltr","143",uncommon,r,Owned,Non-foil,true,,,"","",112196
"Goblin Lackey",1,"Creature - Goblin",R,"sld","1311",rare,r,Owned,Non-foil,true,,,"","",
"Muxus, Goblin Grandee",6,"Legendary Creature - Goblin Noble",R,"jmp","24",rare,r,Owned,Non-foil,true,,,"","",81795
"Goblin Lore",2,"Sorcery",R,"10e","208",uncommon,r,Owned,Non-foil,true,,,"","",27230
"Goblin Ruinblaster",3,"Creature - Goblin Shaman",R,"zen","127",uncommon,r,Owned,Non-foil,true,,,"","",34470
"Rionya, Fire Dancer",5,"Legendary Creature - Human Wizard",R,"c21","55",rare,r,Owned,Non-foil,true,,,"","",89853
"Scrap Mastery",5,"Sorcery",R,"c14","38",rare,r,Owned,Non-foil,true,,,"","",55129
"Mogg Salvage",3,"Instant",R,"mh2","282",uncommon,r,Owned,Non-foil,true,,,"","",90987
"Boil",4,"Instant",R,"8ed","180",uncommon,r,Owned,Non-foil,true,,,"","",19023
"Dreamtide Whale",3,"Creature - Whale",U,"mh3","59",rare,u,Not Owned,,true,,,"","",126135
"Giant Killer",1,"Creature - Human Peasant",W,"eld","14",rare,w,Not Owned,,true,,,"","",78118
"Spirit of the Labyrinth",2,"Enchantment Creature - Spirit",W,"bng","27",rare,w,Not Owned,,true,,,"","",51769
"Aven Mindcensor",3,"Creature - Bird Wizard",W,"fut","18",uncommon,w,Not Owned,,true,,,"","",26932
"Delney, Streetwise Lookout",3,"Legendary Creature - Human Scout",W,"mkm","12",mythic,w,Not Owned,,true,,,"","",121512
"Thalia, Heretic Cathar",3,"Legendary Creature - Human Soldier",W,"emn","46",rare,w,Not Owned,,true,,,"","",61308
"Gideon Blackblade",3,"Legendary Planeswalker - Gideon",W,"war","13",mythic,w,Not Owned,,true,,,"","",71632
"Cloudshift",1,"Instant",W,"avr","12",common,w,Not Owned,,true,,,"","",43887
"Mana Tithe",1,"Instant",W,"plc","25",common,w,Not Owned,,true,,,"","",26511
"Stony Silence",2,"Enchantment",W,"isd","36",rare,w,Not Owned,,true,,,"","",42778
"Lighthouse Chronologist",2,"Creature - Human Wizard",U,"roe","75",mythic,u,Not Owned,,true,,,"","",36574
"Harbinger of the Seas",3,"Creature - Merfolk Wizard",U,"mh3","63",rare,u,Not Owned,,true,,,"","",126143
"Teferi, Master of Time",4,"Legendary Planeswalker - Teferi",U,"m21","275",mythic,u,Not Owned,,true,,,"","",
"Teferi, Temporal Pilgrim",5,"Legendary Planeswalker - Teferi",U,"bro","293",mythic,u,Not Owned,,true,,,"","",
"Tezzeret the Seeker",5,"Legendary Planeswalker - Tezzeret",U,"ala","60",mythic,u,Not Owned,,true,,,"","",30979
"Pact of Negation",0,"Instant",U,"fut","42",rare,u,Not Owned,,true,,,"","",26758
"Steel Sabotage",1,"Instant",U,"mbs","33",common,u,Not Owned,,true,,,"","",39323
"Ugin's Binding",3,"Instant",U,"mh3","328",mythic,u,Not Owned,,true,,,"","",125823
"Temporal Mastery",7,"Sorcery",U,"avr","81",mythic,u,Not Owned,,true,,,"","",44047
"Hex Parasite",1,"Artifact Creature - Phyrexian Insect",B,"nph","137",rare,b,Not Owned,,true,,,"","",39742
"Bloodline Keeper",4,"Creature - Vampire",B,"isd","90",rare,b,Not Owned,,true,,,"","",42466
"Long Goodbye",2,"Instant",B,"mkm","92",uncommon,b,Not Owned,,true,,,"","",121662
"Unearth",1,"Sorcery",B,"ulg","72",common,b,Not Owned,,true,,,"","",12585
"Hymn to Tourach",2,"Sorcery",B,"fem","38a",common,b,Not Owned,,true,,,"","",
"Grim Lavamancer",1,"Creature - Human Wizard",R,"tor","100",rare,r,Not Owned,,true,,,"","",17339
"Ardoz, Cobbler of War",2,"Legendary Creature - Goblin Shaman",R,"j22","29",rare,r,Not Owned,,true,,,"","",
"Legion Warboss",3,"Creature - Goblin Soldier",R,"grn","109",rare,r,Not Owned,,true,,,"","",69591
"Magus of the Moon",3,"Creature - Human Wizard",R,"fut","101",rare,r,Not Owned,,true,,,"","",26860
"Taurean Mauler",3,"Creature - Shapeshifter",R,"mor","109",rare,r,Not Owned,,true,,,"","",29202
"Red Elemental Blast",1,"Instant",R,"lea","169",common,r,Not Owned,,true,,,"","",
"Wild Nacatl",1,"Creature - Cat Warrior",G,"ala","152",common,g,Not Owned,,true,,,"","",31061
"Gwenna, Eyes of Gaea",3,"Legendary Creature - Elf Druid Scout",G,"bro","185",rare,g,Not Owned,,true,,,"","",104988
"Colossal Rattlewurm",4,"Creature - Wurm",G,"otj","159",rare,g,Not Owned,,true,,,"","",124229
"Impervious Greatwurm",10,"Creature - Wurm",G,"2x2","152",rare,g,Not Owned,,true,,,"","",101788
"Flare of Cultivation",3,"Sorcery",G,"mh3","154",rare,g,Not Owned,,true,,,"","",126325
"Concordant Crossroads",1,"World Enchantment",G,"leg","179",rare,g,Not Owned,,true,,,"","",
"Lavinia, Azorius Renegade",2,"Legendary Creature - Human Soldier",UW,"rna","189",rare,m,Not Owned,,true,,,"","",71378
"Dreadbore",2,"Sorcery",BR,"rtr","157",rare,m,Not Owned,,true,,,"","",46443
"Rakdos Headliner",2,"Creature - Devil",BR,"mh2","210",uncommon,m,Not Owned,,true,,,"","",90797
"Olivia Voldaren",4,"Legendary Creature - Vampire",BR,"isd","215",mythic,m,Not Owned,,true,,,"","",42764
"Gaddock Teeg",2,"Legendary Creature - Kithkin Advisor",GW,"lrw","248",rare,m,Not Owned,,true,,,"","",28445
"Figure of Destiny",1,"Creature - Kithkin",RW,"eve","139",rare,m,Not Owned,,true,,,"","",30238
"Lightning Helix",2,"Instant",RW,"rav","213",uncommon,m,Not Owned,,true,,,"","",23154
"Brutal Cathar",3,"Creature - Human Soldier Werewolf",RW,"mid","7",rare,m,Not Owned,,true,,,"","",92934
"Oko, the Ringleader",4,"Legendary Planeswalker - Oko",GU,"otj","223",mythic,m,Not Owned,,true,,,"","",124357
"Devourer of Destiny",7,"Creature - Eldrazi",,"mh3","2",rare,c,Not Owned,,true,,,"","",126021
"Emrakul, the Promised End",13,"Legendary Creature - Eldrazi",,"emn","6",mythic,c,Not Owned,,true,,,"","",61068
"Emrakul, the World Anew",12,"Legendary Creature - Eldrazi",,"mh3","381",mythic,c,Not Owned,,true,,,"","",125801
"Sword of War and Peace",3,"Artifact - Equipment",,"nph","161",mythic,c,Not Owned,,true,,,"","",39730
"Archway of Innovation",0,"Land",U,"mh3","214",rare,l,Not Owned,,true,,,"","",126447
"Horizon of Progress",0,"Land",,"m3c","130",rare,l,Not Owned,,true,,,"","",127459
"Monumental Henge",0,"Land",W,"mh3","222",rare,l,Not Owned,,true,,,"","",126463
"Spymaster's Vault",0,"Land",B,"mh3","230",rare,l,Not Owned,,true,,,"","",126479
"Bria, Riptide Rogue",4,"Legendary Creature - Otter Rogue",RU,"blb","379",mythic,m,Not Owned,,true,,,"","",128999
"Pack Rat",2,"Creature - Rat",B,"rtr","73",rare,b,Not Owned,,true,,,"","",46737
"Knight of Autumn",3,"Creature - Dryad Knight",GW,"grn","183",rare,m,Not Owned,,true,,,"","",69739
"Fling",2,"Instant",R,"m11","139",common,r,Owned,Non-foil,true,,,"","",37118
"Fireblast",6,"Instant",R,"pd2","26",common,r,Owned,Non-foil,true,,,"","",39224
"Nicol Bolas, Dragon-God",5,"Legendary Planeswalker - Bolas",BRU,"med","WS6",mythic,m,Owned,Non-foil,true,,,"","",72208
"Portal to Phyrexia",9,"Artifact",,"bro","240",mythic,c,Owned,Non-foil,true,,,"","",105104
"Journey to Nowhere",2,"Enchantment",W,"zen","14",common,w,Not Owned,,true,,,"","",34390
"Mystic Forge",4,"Artifact",,"m20","233",rare,c,Not Owned,,true,,,"","",73365
"Skyclave Apparition",3,"Creature - Kor Spirit",W,"znr","39",rare,w,Not Owned,,true,,,"","",83023
"Spell Pierce",1,"Instant",U,"zen","67",common,u,Not Owned,,true,,,"","",34442
"Nishoba Brawler",2,"Creature - Cat Warrior",G,"dmu","174",uncommon,g,Not Owned,,true,,,"","",102824
"Tasigur, the Golden Fang",6,"Legendary Creature - Human Shaman",BGU,"frf","87",rare,m,Not Owned,,true,,,"","",55338
"Recruiter of the Guard",3,"Creature - Human Soldier",W,"plst","CN2-22",rare,w,Owned,Non-foil,true,,,"","",
"Tendrils of Agony",4,"Sorcery",B,"scg","75",uncommon,b,Owned,Non-foil,true,,,"","",18866
"Palace Jailer",4,"Creature - Human Soldier",W,"ltc","174",uncommon,w,Owned,Non-foil,true,,,"","",112702
"Fiery Confluence",4,"Sorcery",R,"ss3","3",rare,r,Owned,Non-foil,true,,,"","",
"Exhume",2,"Sorcery",B,"brb","24",common,b,Owned,Non-foil,true,,,"","",
"Elvish Reclaimer",1,"Creature - Elf Warrior",G,"m20","169",rare,g,Owned,Non-foil,true,,,"","",73237
"Sword of Fire and Ice",3,"Artifact - Equipment",,"spg","62",mythic,c,Owned,Non-foil,true,,,"","",
"Seething Song",3,"Instant",R,"9ed","216",common,r,Owned,Non-foil,true,,,"","",22807
"Mystic Confluence",5,"Instant",U,"tsr","312",special,u,Owned,Non-foil,true,,,"","",87001
"Shark Typhoon",6,"Enchantment",U,"iko","67",rare,u,Owned,Non-foil,true,,,"","",80143
"Shallow Grave",2,"Instant",B,"mir","141",rare,b,Owned,Non-foil,true,,,"","",7297
"Mind's Desire",6,"Sorcery",U,"dds","4",rare,u,Owned,Non-foil,true,,,"","",
"Murderous Rider",3,"Creature - Zombie Knight",B,"moc","258",rare,b,Owned,Non-foil,true,,,"","",110966
"Celestial Colonnade",0,"Land",UW,"zne","23",mythic,l,Owned,Non-foil,true,,,"","",83613
"Time Warp",5,"Sorcery",U,"tmp","97",rare,u,Owned,Non-foil,true,,,"","",9895
"Selfless Spirit",2,"Creature - Spirit Cleric",W,"plst","EMN-40",rare,w,Owned,Non-foil,true,,,"","",
"Creeping Tar Pit",0,"Land",BU,"wwk","134",rare,l,Owned,Non-foil,true,,,"","",35657
"Otawara, Soaring City",0,"Legendary Land",U,"neo","271",rare,l,Owned,Non-foil,true,,,"","",97492
"Land Tax",1,"Enchantment",W,"4ed","34",rare,w,Owned,Non-foil,true,,,"","",
"Worldly Tutor",1,"Instant",G,"dmr","442",rare,g,Owned,Non-foil,true,,,"","",108113
"Usher of the Fallen",1,"Creature - Spirit Warrior",W,"khm","35",uncommon,w,Owned,Non-foil,true,,,"","",87393
"Voice of Resurgence",2,"Creature - Elemental",GW,"dgm","114",mythic,m,Owned,Non-foil,true,,,"","",48302
"Rankle, Master of Pranks",4,"Legendary Creature - Faerie Rogue",B,"cmm","180",rare,b,Owned,Non-foil,true,,,"","",115459
"Baral, Chief of Compliance",2,"Legendary Creature - Human Wizard",U,"plst","TSR-306",special,u,Owned,Non-foil,true,,,"","",
"Serra Paragon",4,"Creature - Angel",W,"dmu","32",mythic,w,Owned,Non-foil,true,,,"","",102540
"Trinket Mage",3,"Creature - Human Wizard",U,"tsr","320",special,u,Owned,Non-foil,true,,,"","",87017
"Rotting Regisaur",3,"Creature - Zombie Dinosaur",B,"m20","111",rare,b,Owned,Non-foil,true,,,"","",73121
"Custodi Lich",5,"Creature - Zombie Cleric",B,"ncc","244",rare,b,Owned,Non-foil,true,,,"","",
"Sphinx of the Steel Wind",8,"Artifact Creature - Sphinx",BUW,"ema","207",mythic,m,Owned,Non-foil,true,,,"","",60621
"Simian Spirit Guide",3,"Creature - Ape Spirit",R,"tsr","190",common,r,Owned,Non-foil,true,,,"","",86755
"Soulherder",3,"Creature - Spirit",UW,"khc","93",uncommon,m,Owned,Non-foil,true,,,"","",88091
"Oliphaunt",6,"Creature - Elephant",R,"ltr","139",common,r,Owned,Non-foil,true,,,"","",112188
"Prismari Command",3,"Instant",RU,"lcc","279",rare,m,Owned,Non-foil,true,,,"","",118958
"Lightning Greaves",2,"Artifact - Equipment",,"cma","220",uncommon,c,Owned,Non-foil,true,,,"","",
"Otharri, Suns' Glory",5,"Legendary Creature - Phoenix",RW,"onc","3",mythic,m,Owned,Non-foil,true,,,"","",
"Bloodghast",2,"Creature - Vampire Spirit",B,"lcc","184",rare,b,Owned,Non-foil,true,,,"","",118768
"Gush",5,"Instant",U,"plst","DD2-27",common,u,Owned,Non-foil,true,,,"","",
"Ashiok, Nightmare Weaver",3,"Legendary Planeswalker - Ashiok",BU,"ths","188",mythic,m,Owned,Non-foil,true,,,"","",50310
"Necropotence",3,"Enchantment",B,"5ed","182",rare,b,Owned,Non-foil,true,,,"","",
"Kari Zev, Skyship Raider",2,"Legendary Creature - Human Pirate",R,"plst","AER-87",rare,r,Owned,Non-foil,true,,,"","",
"Hogaak, Arisen Necropolis",7,"Legendary Creature - Avatar",BG,"mh1","202",rare,m,Owned,Non-foil,true,,,"","",72776
"Gix, Yawgmoth Praetor",3,"Legendary Creature - Phyrexian Praetor",B,"bro","95",mythic,b,Owned,Non-foil,true,,,"","",104808
"Soul-Scar Mage",1,"Creature - Human Wizard",R,"akh","148",rare,r,Owned,Non-foil,true,,,"","",63898
"Consider",1,"Instant",U,"dbl","44",common,u,Owned,Non-foil,true,,,"","",96302
"Demonic Consultation",1,"Instant",B,"ice","121",uncommon,b,Owned,Non-foil,true,,,"","",
"Jace, Wielder of Mysteries",4,"Legendary Planeswalker - Jace",U,"war","54",rare,u,Owned,Non-foil,true,,,"","",71714
"Progenitus",10,"Legendary Creature - Hydra Avatar",BGRUW,"v11","9",mythic,m,Owned,Non-foil,true,,,"","",42251
"Koma, Cosmos Serpent",7,"Legendary Creature - Serpent",GU,"khm","221",mythic,m,Owned,Non-foil,true,,,"","",87785
"Triplicate Titan",9,"Artifact Creature - Golem",,"plst","C21-79",rare,c,Owned,Non-foil,true,,,"","",
"Wedding Announcement",3,"Enchantment",W,"vow","45",rare,w,Owned,Non-foil,true,,,"","",94388
"Hullbreaker Horror",7,"Creature - Kraken Horror",U,"woc","95",rare,u,Owned,Non-foil,true,,,"","",117106
"Terastodon",8,"Creature - Elephant",G,"cmr","438",rare,g,Owned,Non-foil,true,,,"","",85686
"Persist",2,"Sorcery",B,"spg","42",mythic,b,Owned,Non-foil,true,,,"","",
"Tithe Taker",2,"Creature - Human Soldier",W,"woc","80",rare,w,Owned,Non-foil,true,,,"","",117074
"Valakut, the Molten Pinnacle",0,"Land",R,"zen","228",rare,l,Owned,Non-foil,true,,,"","",34604
"Tenacious Underdog",2,"Creature - Human Warrior",B,"snc","97",rare,b,Owned,Non-foil,true,,,"","",98413
"Chaos Defiler",5,"Artifact Creature - Demon Construct",BR,"40k","110",rare,m,Owned,Non-foil,true,,,"","",108692
"Goryo's Vengeance",2,"Instant - Arcane",B,"bok","67",rare,b,Owned,Non-foil,true,,,"","",21737
"The Abyss",4,"World Enchantment",B,"leg","120",rare,b,Owned,Non-foil,true,,,"","",
"Chains of Mephistopheles",2,"Enchantment",B,"leg","91",rare,b,Owned,Non-foil,true,,,"","",
"Snap",2,"Instant",U,"dds","10",common,u,Owned,Non-foil,true,,,"","",
"Life // Death",3,"Sorcery",BG,"ddj","77",uncommon,m,Owned,Non-foil,true,,,"","",46099
"Toski, Bearer of Secrets",4,"Legendary Creature - Squirrel",G,"spg","60",mythic,g,Owned,Non-foil,true,,,"","",
"Sail into the West",4,"Instant",GU,"ltc","68",rare,m,Owned,Non-foil,true,,,"","",113168
"Kogla, the Titan Ape",6,"Legendary Creature - Ape",G,"iko","162",rare,g,Owned,Non-foil,true,,,"","",80333
"Elvish Spirit Guide",3,"Creature - Elf Spirit",G,"sld","423",rare,g,Owned,Non-foil,true,,,"","",
"Sheoldred, Whispering One",7,"Legendary Creature - Phyrexian Praetor",B,"nph","73",mythic,b,Owned,Non-foil,true,,,"","",39746
"Fauna Shaman",2,"Creature - Elf Shaman",G,"bro","179",rare,g,Owned,Non-foil,true,,,"","",104976
"Berserk",1,"Instant",G,"v09","2",mythic,g,Owned,Non-foil,true,,,"","",33924
"Palinchron",7,"Creature - Illusion",U,"ulg","38",rare,u,Owned,Non-foil,true,,,"","",12469
"Mental Misstep",1,"Instant",U,"nph","38",uncommon,u,Owned,Non-foil,true,,,"","",39920
"Go for the Throat",2,"Instant",B,"2x2","76",uncommon,b,Owned,Non-foil,true,,,"","",101636
"Generous Ent",6,"Creature - Treefolk",G,"ltr","169",common,g,Owned,Non-foil,true,,,"","",112248
"Serra's Sanctum",0,"Legendary Land",W,"usg","325",rare,l,Owned,Non-foil,true,,,"","",11893
"Doubling Season",5,"Enchantment",G,"cmm","283",mythic,g,Owned,Non-foil,true,,,"","",114795
"Engineered Explosives",0,"Artifact",,"2xm","252",rare,c,Owned,Non-foil,true,,,"","",82538
"Mystic Sanctuary",0,"Land - Island",U,"eld","247",common,l,Owned,Non-foil,true,,,"","",78640
"Supreme Verdict",4,"Sorcery",UW,"2x2","280",rare,m,Owned,Non-foil,true,,,"","",102044
"Bitter Triumph",2,"Instant",B,"lci","91",uncommon,b,Owned,Non-foil,true,,,"","",117986
"Boromir, Warden of the Tower",3,"Legendary Creature - Human Soldier",W,"ltr","407",rare,w,Owned,Non-foil,true,,,"","",111538
"Swift Reconfiguration",1,"Enchantment - Aura",W,"nec","10",rare,w,Owned,Non-foil,true,,,"","",
"Nykthos, Shrine to Nyx",0,"Legendary Land",,"plst","THS-223",rare,l,Owned,Non-foil,true,,,"","",
"Contract from Below",1,"Sorcery",B,"3ed","97",rare,b,Owned,Non-foil,true,,,"","",
"Arcane Savant",5,"Creature - Human Wizard",U,"cn2","27",rare,u,Owned,Non-foil,true,,,"","",
"Jeska's Will",3,"Sorcery",R,"clb","799",rare,r,Owned,Non-foil,true,,,"","",
"Replenish",4,"Sorcery",W,"uds","15",rare,w,Owned,Non-foil,true,,,"","",12795
"Virtue of Persistence",7,"Enchantment",B,"woe","115",mythic,b,Owned,Non-foil,true,,,"","",116546
"Mirage Mirror",3,"Artifact",,"hou","165",rare,c,Owned,Non-foil,true,,,"","",64854
"Graveyard Trespasser",3,"Creature - Human Werewolf",B,"dbl","104",rare,b,Owned,Non-foil,true,,,"","",96446
"Call of the Ring",2,"Enchantment",B,"ltr","79",rare,b,Owned,Non-foil,true,,,"","",112068
"Charming Prince",2,"Creature - Human Noble",W,"plst","ELD-8",rare,w,Owned,Non-foil,true,,,"","",
